date,cj_close,kospi_close,cj_slope,kospi_slope,diff,label
2018-01,0.6232765997908148,0.49863796694994744,-0.1338784824569743,-0.05557839239888129,0.07830009005809302,1.0
2018-02,0.48939811733384053,0.44305957455106615,-0.1338784824569743,-0.05557839239888129,0.07830009005809302,1.0
2018-03,0.4459174941251579,0.451525768766333,-0.04348062320868262,0.008466194215266842,0.051946817423949465,1.0
2018-04,0.4486070172102311,0.45604544241686673,0.0026895230850731977,0.00451967365053374,0.0018301505654605421,1.0
2018-05,0.5268422553960256,0.4581343810907199,0.07823523818579448,0.00208893867385318,-0.0761462995119413,0.0
2018-06,0.5825955971034366,0.41277109648645016,0.055753341707410975,-0.04536328460426975,-0.10111662631168072,0.0
2018-07,0.47589616810877644,0.3378901427848382,-0.10669942899466012,-0.07488095370161196,0.031818475293048154,1.0
2018-08,0.505752591043073,0.3375798782659081,0.029856422934296578,-0.00031026451893012563,-0.030166687453226704,0.0
2018-09,0.4598045741069082,0.35356001458007635,-0.04594801693616479,0.01598013631416828,0.06192815325033307,1.0
2018-10,0.4553806309059708,0.24907085361738002,-0.004423943200937419,-0.10448916096269634,-0.10006521776175892,0.0
2018-11,0.5025197299610155,0.201431750993331,0.04713909905504465,-0.04763910262404902,-0.09477820167909368,0.0
2018-12,0.4971599865881303,0.1924638943814665,-0.00535974337288514,-0.0089678566118645,-0.00360811323897936,0.0
2019-01,0.4862603404012552,0.21409883170779476,-0.010899646186875112,0.021634937326328263,0.032534583513203374,1.0
2019-02,0.46891027971519506,0.2875946013574693,-0.017350060686060154,0.07349576964967452,0.09084583033573468,1.0
2019-03,0.43710183512408485,0.25480153449116294,-0.03180844459111021,-0.03279306686630634,-0.0009846222751961342,0.0
2019-04,0.420367024816963,0.28889970234774975,-0.016734810307121872,0.034098167856586814,0.050832978163708686,1.0
2019-05,0.29012437912314304,0.20385293264694515,-0.13024264569381994,-0.0850467697008046,0.04519587599301533,1.0
2019-06,0.2931494372519682,0.2163530318390352,0.003025058128825142,0.012500099192090053,0.00947504106326491,1.0
2019-07,0.2747105101057915,0.1988148096448572,-0.018438927146176676,-0.017538222194178,0.0009007049519986765,1.0
2019-08,0.09289268621777891,0.10696274558310814,-0.1818178238880126,-0.09185206406174906,0.08996575982626354,1.0
2019-09,0.051045174979857166,0.1755365509595892,-0.04184751123792174,0.06857380537648106,0.1104213166144028,1.0
2019-10,0.009318246648283735,0.18948822298175494,-0.04172692833157343,0.01395167202216574,0.05567860035373917,1.0
2019-11,0.10584224181257562,0.23230771587696908,0.09652399516429189,0.04281949289521414,-0.05370450226907775,0.0
2019-12,0.10219644385280968,0.24468126150481373,-0.0036457979597659396,0.012373545627844651,0.01601934358761059,1.0
2020-01,0.0814871160977465,0.28300592610808484,-0.020709327755063178,0.03832466460327111,0.059033992358334286,1.0
2020-02,0.15647998478653602,0.2583392923927974,0.07499286868878952,-0.024666633715287434,-0.09965950240407695,0.0
2020-03,0.0,0.0,-0.15647998478653602,-0.2583392923927974,-0.10185930760626138,0.0
2020-04,0.08849481791385372,0.04268059047846551,0.08849481791385372,0.04268059047846551,-0.04581422743538821,0.0
2020-05,0.3029481090765328,0.12118216959600137,0.21445329116267908,0.07850157911753586,-0.13595171204514322,0.0
2020-06,0.42122278216221354,0.23631620116361796,0.11827467308568074,0.11513403156761659,-0.0031406415180641467,0.0
2020-07,0.6384197841176397,0.27791638825231857,0.21719700195542613,0.04160018708870061,-0.17559681486672551,0.0
2020-08,0.8050584767519254,0.38245659450932656,0.16663869263428577,0.104540206257008,-0.06209848637727777,0.0
2020-09,0.7144713547680174,0.39715589831191767,-0.09058712198390806,0.014699303802591102,0.10528642578649916,1.0
2020-10,0.6956656641127398,0.3878546223896697,-0.018805690655277596,-0.009301275922247942,0.009504414733029654,1.0
2020-11,0.6291038998084734,0.48725734469507187,-0.06656176430426641,0.09940272230540215,0.16596448660966856,1.0
2020-12,0.6357779015380994,0.6581287529914175,0.006674001729626067,0.17087140829634562,0.16419740656671955,1.0
2021-01,0.8829799372444614,0.8846279969418833,0.247202035706362,0.22649924395046583,-0.020702791755896177,0.0
2021-02,0.8848742248000591,0.8867637585737964,0.001894287555597618,0.002135761631913091,0.00024147407631547324,1.0
2021-03,0.8016544642008178,0.8460527993545752,-0.0832197605992413,-0.04071095921922119,0.04250880138002011,1.0
2021-04,0.7949034895882857,0.9359648356025394,-0.006750974612532046,0.08991203624796418,0.09666301086049622,1.0
2021-05,0.9572571725977491,0.9382616591528139,0.1623536830094634,0.002296823550274496,-0.1600568594591889,0.0
2021-06,0.9999999999999999,1.0,0.04274282740225077,0.0617383408471861,0.01899551344493533,1.0
2021-07,0.9954359608253304,0.9968983722938174,-0.004564039174669521,-0.003101627706182608,0.0014624114684869127,1.0
2021-08,0.9810329760886002,0.9479493536483172,-0.014402984736730184,-0.048949018645500164,-0.03454603390876998,0.0
2021-09,0.8856938390475569,0.9202383852590357,-0.09533913704104324,-0.027710968389281554,0.06762816865176169,1.0
2021-10,0.7333189873037639,0.8171230568749035,-0.15237485174379306,-0.10311532838413218,0.049259523359660884,1.0
2021-11,0.6342112769801275,0.799755870376389,-0.09910771032363641,-0.017367186498514542,0.08174052382512187,1.0
2021-12,0.6739564514595416,0.8161864440286983,0.03974517447941417,0.016430573652309377,-0.023314600827104792,0.0
2022-01,0.6214985261956832,0.7282838330096932,-0.052457925263858396,-0.0879026110190051,-0.0354446857551467,0.0
2022-02,0.6443113266351831,0.6365612028079459,0.022812800439499847,-0.09172263020174731,-0.11453543064124716,0.0
2022-03,0.5796963646160184,0.6193790974614939,-0.06461496201916472,-0.017182105346452037,0.04743285667271269,1.0
2022-04,0.7346925838891228,0.6224534505187915,0.15499621927310447,0.0030743530572976407,-0.15192186621580683,0.0
2022-05,0.7306084932784561,0.5721762375123356,-0.004084090610666724,-0.050277213006455934,-0.04619312239578921,0.0
2022-06,0.6564324427117999,0.4674036319504593,-0.07417605056665622,-0.10477260556187629,-0.03059655499522007,0.0
2022-07,0.7305088813123423,0.39123261764590067,0.07407643860054236,-0.07617101430455864,-0.150247452905101,0.0
2022-08,0.7799752781211372,0.4705433361360096,0.049466396808794943,0.07931071849010896,0.029844321681314012,1.0
2022-09,0.7525530094133307,0.3716276241812899,-0.027422268707806507,-0.09891571195471971,-0.0714934432469132,0.0
2022-10,0.7506381609262659,0.2913031464725646,-0.001914848487064802,-0.0803244777087253,-0.0784096292216605,0.0
